id,name,description,output_statements.failure,output_statements.partial,output_statements.success,fix_details.description,fix_details.instructions,fix_details.estimated_date,fix_details.automation_available,created_by,category,metadata.tags,metadata.category,metadata.severity,metadata.operation.name,metadata.operation.logic,metadata.field_path,metadata.connection_id,metadata.resource_type,metadata.expected_value,updated_by,created_at,updated_at,is_deleted
87,protect_from_electromagnetic_leakage,Verifies that systems are protected from information leakage due to electromagnetic signal emanations.,Systems are not protected from electromagnetic information leakage.,Check partially passed,Systems are protected from electromagnetic information leakage.,Enable EBS optimization to help mitigate electromagnetic emanations.,"[""Review instances not using EBS optimization"", ""Enable EBS optimization for those instances""]",2024-06-30,True,llm_generator,data_protection,"[""compliance"", ""nist"", ""pe"", ""aws""]",data_protection,high,custom,"result = False
if fetched_value:
  result = True
",instances.ebs_optimized,2,<class 'con_mon_v2.mappings.aws.IAMResource'>,,llm_generator,"""2025-08-07T07:02:40.679190""","""2025-08-07T07:02:40.679190""",False
870,define_vulnerability_scanning_coverage,Verifies that the breadth and depth of vulnerability scanning coverage is defined,The breadth and depth of vulnerability scanning coverage is not defined.,Check partially passed,The breadth and depth of vulnerability scanning coverage is defined.,Define the breadth and depth of vulnerability scanning coverage.,"[""Review the organization's vulnerability management policy and procedures."", ""Identify the systems, networks, and environments that require vulnerability scanning."", ""Determine the frequency and depth of scanning required for each asset type."", ""Document the defined scanning coverage in the vulnerability management plan.""]",2024-06-30,False,llm_generator,configuration,"[""compliance"", ""nist"", ""ra"", ""aws""]",configuration,medium,custom,"result = False
if 'supported-platforms' in fetched_value and 'vpc-max-security-groups-per-interface' in fetched_value and 'max-elastic-ips' in fetched_value and 'max-instances' in fetched_value and 'vpc-max-elastic-ips' in fetched_value and 'default-vpc' in fetched_value:
  result = True
",account.limits,2,<class 'con_mon_v2.mappings.aws.IAMResource'>,,llm_generator,"""2025-08-07T21:36:32.584154""","""2025-08-07T21:36:32.584154""",False
871,public_vulnerability_disclosure_program,Verifies if the repository has a public vulnerability disclosure program for receiving vulnerability reports,Check failed: The repository description does not mention a public vulnerability disclosure program,Check partially passed,Check passed: The repository description mentions a public vulnerability disclosure program,Update the repository description to include information about the public vulnerability disclosure program,"[""Edit the repository description on GitHub"", ""Add details about the process for reporting vulnerabilities publicly""]",2024-06-30,False,llm_generator,configuration,"[""compliance"", ""nist"", ""ra"", ""github""]",configuration,medium,custom,"result = False
if fetched_value and ""vulnerability disclosure"" in fetched_value.lower():
  result = True
",repository_data.basic_info.description,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T21:37:12.192449""","""2025-08-07T21:37:12.192449""",False
872,github_sa_1_policy_procedures,Verify the existence of system and services acquisition policy and procedures,Check failed: Repository description does not mention system and services acquisition policy and procedures,Check partially passed,Check passed: Repository description mentions system and services acquisition policy and procedures,Update the repository description to include references to system and services acquisition policy and procedures,"[""Edit the repository description field"", ""Add text referencing the system and services acquisition policy and procedures""]",2024-06-30,True,llm_generator,configuration,"[""compliance"", ""nist"", ""sa"", ""github""]",configuration,medium,custom,"result = False
if fetched_value:
  policy_keywords = [""acquisition policy"", ""acquisition procedure""]
  for keyword in policy_keywords:
    if keyword.lower() in fetched_value.lower():
      result = True
      break
",repository_data.basic_info.description,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T21:37:30.266143""","""2025-08-07T21:37:30.266143""",False
873,github_boundary_protection_compliance,Verifies compliance with NIST 800-53 SC-3-13-1 for boundary protection controls,Boundary protection controls are missing or misconfigured,Check partially passed,Boundary protection controls are properly implemented,"Enable and configure GitHub Advanced Security, Secret Scanning and Secret Scanning Push Protection","[""Go to repository Settings > Code security and analysis"", ""Enable GitHub Advanced Security, Secret Scanning and Secret Scanning Push Protection""]",2024-06-30,True,llm_generator,network_security,"[""compliance"", ""nist"", ""sc"", ""github""]",network_security,high,custom,"result = False
if fetched_value:
  external_boundary_defined = ""advanced_security"" in fetched_value
  internal_boundaries_defined = ""secret_scanning"" in fetched_value and ""secret_scanning_push_protection"" in fetched_value
  external_communications_monitored = ""advanced_security"" in fetched_value
  internal_communications_monitored = ""secret_scanning"" in fetched_value
  external_communications_controlled = ""advanced_security"" in fetched_value  
  internal_communications_controlled = ""secret_scanning_push_protection"" in fetched_value
  external_communications_protected = ""advanced_security"" in fetched_value
  internal_communications_protected = ""secret_scanning"" in fetched_value and ""secret_scanning_push_protection"" in fetched_value
  
  if external_boundary_defined and internal_boundaries_defined and \
     external_communications_monitored and internal_communications_monitored and \
     external_communications_controlled and internal_communications_controlled and \
     external_communications_protected and internal_communications_protected:
    result = True
",security_data.dependency_graph.security_and_analysis,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T21:37:57.339786""","""2025-08-07T21:37:57.339786""",False
874,aws_sc_3_13_1_boundary_protection,Verify boundary protection controls for external and internal system boundaries,Boundary protection controls are not implemented or have issues,Some boundary protection controls are missing or misconfigured,Boundary protection controls are properly implemented,Implement proper boundary protection controls,"[""Define external and internal system boundaries"", ""Monitor communications at boundaries"", ""Control communications at boundaries"", ""Protect communications at boundaries""]",2024-06-30,True,llm_generator,network_security,"[""compliance"", ""nist"", ""sc"", ""aws""]",network_security,high,custom,"result = False

# Check a: External boundary defined
# TODO: Add logic to check if external boundary is defined

# Check b: Internal boundaries defined  
# TODO: Add logic to check if key internal boundaries are defined

# Check c: Monitor external boundary communications
# TODO: Add logic to check if communications are monitored at external boundary

# Check d: Monitor internal boundary communications
# TODO: Add logic to check if communications are monitored at internal boundaries

# Check e: Control external boundary communications  
# TODO: Add logic to check if communications are controlled at external boundary

# Check f: Control internal boundary communications
# TODO: Add logic to check if communications are controlled at internal boundaries

# Check g: Protect external boundary communications
# TODO: Add logic to check if communications are protected at external boundary

# Check h: Protect internal boundary communications
# TODO: Add logic to check if communications are protected at internal boundaries
",instances,2,<class 'con_mon_v2.mappings.aws.EC2Resource'>,,llm_generator,"""2025-08-07T21:38:11.064571""","""2025-08-07T21:38:11.064571""",False
875,github_identify_users_processes_devices,"Verifies that system users, processes acting on behalf of users, and devices accessing the system are identified","Check failed: Unable to identify system users, processes, and devices",Check partially passed,"Check passed: System users, processes, and devices are identified",Enable visibility into organization members for public repositories,"[""Configure repository visibility as 'private' if organization data is sensitive"", ""Add organization members to the repository for auditing access""]",2024-06-30,True,llm_generator,access_control,"[""compliance"", ""nist"", ""ia"", ""github""]",access_control,high,custom,"result = False
if fetched_value == 'public':
  if 'organization_data' in resource:
    if resource.organization_data.members:
      result = True
  else:
    result = False
else:
  result = True
",repository_data.metadata.visibility,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T21:39:25.835007""","""2025-08-07T21:39:25.835007""",False
876,use_nsa_approved_ia_products,Validates that only NSA-approved information assurance products are used to protect classified information transmitted over lower classification networks.,"Non-approved information assurance products are being used, which violates SA-4(6) requirements.",Check partially passed,Only NSA-approved information assurance products are used for protecting classified data transmissions.,Replace non-compliant products with NSA-approved information assurance solutions.,"[""Identify all systems handling classified data transmissions over lower classification networks."", ""Replace existing products with NSA-approved information assurance products."", ""Verify NSA evaluation/validation for the new products.""]",2024-06-30,False,llm_generator,data_protection,"[""compliance"", ""nist"", ""sa"", ""aws""]",data_protection,high,custom,"result = False
approved_products = ['product1', 'product2'] # Add NSA-approved product names here
if fetched_value in approved_products:
    result = True
",instances.instance_type,2,<class 'con_mon_v2.mappings.aws.IAMResource'>,,llm_generator,"""2025-08-07T21:40:09.040987""","""2025-08-07T21:40:09.040987""",False
877,github_cm_6_configuration_settings,Verifies that GitHub repositories have restrictive configuration settings consistent with operational requirements,Repository visibility is not set to an allowed restrictive setting,Check partially passed,Repository visibility is set to an allowed restrictive setting,Change the repository visibility to a restrictive setting,"[""Navigate to the repository settings"", ""Change the visibility to 'Private' or other restrictive setting""]",2023-06-30,True,llm_generator,configuration,"[""compliance"", ""nist"", ""cm"", ""github"", ""configuration""]",configuration,medium,custom,"result = False
allowed_visibilities = ['private']
if fetched_value in allowed_visibilities:
    result = True
",repository_data.metadata.visibility,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T21:40:17.783963""","""2025-08-07T21:40:17.783963""",False
878,establish_approved_secure_configurations,Verify that approved secure configuration baselines are established and documented for system components,"Unapproved EC2 instance types found, not following secure configuration baselines",Check partially passed,Approved secure configuration baselines are established for EC2 instance types,Update EC2 instances to use approved secure configuration baselines,"[""Review the approved secure configuration baselines for EC2 instances"", ""Terminate any instances not matching the approved configurations"", ""Launch new instances using the approved configurations""]",2024-06-30,True,llm_generator,configuration,"[""compliance"", ""nist"", ""cm-6"", ""aws""]",configuration,medium,custom,"approved_configs = ['t2.micro', 't3.micro', 'm5.large'] 
result = False
if fetched_value in approved_configs:
    result = True
",instances.instance_type,2,<class 'con_mon_v2.mappings.aws.IAMResource'>,,llm_generator,"""2025-08-07T21:40:31.033397""","""2025-08-07T21:40:31.033397""",False
879,developer_testing_evaluation,Verifies that the system developer implements security testing and evaluation throughout the development lifecycle.,The system developer does not fully implement required security testing and evaluation activities.,Check partially passed,The system developer implements required security testing and evaluation activities.,Ensure the system developer follows secure development practices per SA-11.,"[""Develop a security assessment plan for all SDLC phases"", ""Perform comprehensive security testing (unit, integration, system)"", ""Maintain evidence of testing activities and results"", ""Implement a robust flaw remediation process"", ""Correct all security flaws identified during testing""]",2024-06-30,False,llm_generator,configuration,"[""compliance"", ""nist"", ""sa"", ""aws""]",configuration,high,custom,"result = False
if fetched_value:
  has_testing_plan = False
  performs_testing = False
  produces_evidence = False
  has_remediation = False
  corrects_flaws = False
  
  # Check for testing plan
  if ""testing_plan"" in fetched_value:
    has_testing_plan = True
  
  # Check for test execution
  if ""test_results"" in fetched_value:
    performs_testing = True
    
  # Check for evidence
  if ""test_evidence"" in fetched_value:
    produces_evidence = True
    
  # Check for remediation process  
  if ""remediation_process"" in fetched_value:
    has_remediation = True
    
  # Check for flaw correction
  if ""flaw_corrections"" in fetched_value:
    corrects_flaws = True
    
  if has_testing_plan and performs_testing and produces_evidence and has_remediation and corrects_flaws:
    result = True
  
",instances.block_device_mappings,2,<class 'con_mon_v2.mappings.aws.IAMResource'>,,llm_generator,"""2025-08-07T21:41:05.426743""","""2025-08-07T21:41:05.426743""",False
88,centrally_managed_controls,Verifies that organization-defined controls and processes are centrally managed,"Check failed: Repository visibility is public, lacking centralized management of controls.",Check partially passed,"Check passed: Repository visibility is set to private, indicating centralized management of controls.",Change the repository visibility to private to centrally manage controls,"[""Navigate to the repository settings"", ""Under 'Danger Zone', change the visibility to 'Private'""]",2023-06-30,True,llm_generator,configuration,"[""compliance"", ""nist"", ""pl-9"", ""github""]",configuration,medium,custom,"result = False
if fetched_value == 'private':
    result = True
",repository_data.metadata.visibility,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T07:02:48.793609""","""2025-08-07T07:02:48.793609""",False
880,static_code_analysis_check,Verifies if static code analysis tools are employed to identify common flaws and document the results.,Static code analysis is not employed or results are not documented.,Check partially passed,Static code analysis is employed to identify common flaws and results are documented.,Implement static code analysis and document the results.,"[""Integrate static code analysis tools into the development pipeline"", ""Configure tools to scan for common vulnerabilities and coding flaws"", ""Review and document the analysis results for each build""]",2024-06-30,True,llm_generator,configuration,"[""compliance"", ""nist"", ""sa"", ""github""]",configuration,medium,custom,"result = False
if 'static-code-analysis' in fetched_value:
    result = True
",repository_data.metadata.topics,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T21:41:17.778578""","""2025-08-07T21:41:17.778578""",False
881,require_individual_authentication_for_shared_accounts,Verify that individual authentication is required before granting access to shared accounts or resources,Individual authentication is not required for non-admin collaborators before granting access to shared resources,Check partially passed,Individual authentication is required for non-admin collaborators before granting access to shared resources,Configure repository to require individual authentication for non-admin collaborators,"[""Go to repository settings > Manage access"", ""Enable 'Require individual authentication for non-admin collaborators'""]",2024-06-30,True,llm_generator,access_control,"[""compliance"", ""nist"", ""ia"", ""github""]",access_control,high,custom,"result = False
for collaborator in fetched_value:
  if collaborator.role_name == ""MEMBER"" and not collaborator.permissions.admin:
    result = True
    break
",collaboration_data.collaborators,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T21:41:36.240339""","""2025-08-07T21:41:36.240339""",False
882,employ_independent_assessors,Verify that independent assessors or assessment teams are employed to conduct control assessments,No independent assessors or assessment teams found to conduct control assessments,Some independent assessors found but more may be required,Independent assessors or assessment teams are employed to conduct control assessments,Add independent assessors or assessment teams as collaborators to the repository,"[""Identify qualified independent assessors or form an assessment team"", ""Grant the 'independent assessor' role to the collaborators in the repository settings""]",2024-06-30,False,llm_generator,configuration,"[""compliance"", ""nist"", ""ca"", ""github""]",configuration,medium,custom,"result = False
independent_assessors = []
for collaborator in fetched_value:
  if collaborator.role_name == 'independent assessor':
    independent_assessors.append(collaborator.login)
if len(independent_assessors) > 0:
  result = True
",collaboration_data.collaborators,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T21:42:05.655858""","""2025-08-07T21:42:05.655858""",False
883,automated_flaw_remediation_status,Verifies if security-relevant software and firmware updates are installed automatically at a defined frequency,Automated vulnerability alerts are not enabled to track and remediate flaws,Check partially passed,Automated vulnerability alerts are enabled for tracking and remediating flaws,Enable automated vulnerability alerts in the dependency graph settings,"[""Navigate to the repository Settings > Code security and analysis"", ""Under 'Configure security and analysis features', enable 'Dependency graph' and 'Dependency review'""]",2024-06-30,True,llm_generator,monitoring,"[""compliance"", ""nist"", ""si"", ""github""]",monitoring,medium,custom,"result = False
if fetched_value:
  result = True
",security_data.dependency_graph.has_vulnerability_alerts_enabled,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T21:42:27.835499""","""2025-08-07T21:42:27.835499""",False
884,aws_si_2_2_automated_flaw_remediation_status,Verifies that EC2 instances have the latest security patches and software updates installed automatically,EC2 instances are not configured for automated patching and updates,Check partially passed,EC2 instances are configured for automated patching and updates,Configure EC2 instances to automatically install security patches and software updates,"[""Enable AWS Systems Manager Patch Manager for automated patching"", ""Configure patch baselines and maintenance windows""]",2024-06-30,True,llm_generator,monitoring,"[""compliance"", ""nist"", ""si"", ""aws""]",monitoring,medium,custom,"result = False
if fetched_value == 'spot':
    result = True
",instances.instance_lifecycle,2,<class 'con_mon_v2.mappings.aws.IAMResource'>,,llm_generator,"""2025-08-07T21:42:42.775058""","""2025-08-07T21:42:42.775058""",False
885,github_si_7_4_compliance,"Verify compliance with NIST 800-53 SI-7(4) - Software, Firmware, and Information Integrity | Tamper-evident Packaging",Check failed: SI-7(4) control should be withdrawn.,Check partially passed: SI-7(4) control is partially withdrawn.,Check passed: SI-7(4) control is withdrawn and incorporated into SI-6.,No fix required as the control is withdrawn.,[],None,False,llm_generator,monitoring,"[""compliance"", ""nist"", ""si"", ""github""]",monitoring,low,custom,"result = False
# Control withdrawn and incorporated into SI-6
",security_data.security_analysis,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T21:43:12.676045""","""2025-08-07T21:43:12.676045""",False
886,si_7_4_tamper_evident_packaging_withdrawn,"Verifies compliance with NIST 800-53 SI-7(4) - Software, Firmware, and Information Integrity | Tamper-evident Packaging, which has been withdrawn and incorporated into SI-6.",Check failed: SI-7(4) control is still being evaluated incorrectly.,Check partially passed,Check passed: SI-7(4) control has been withdrawn and incorporated into SI-6.,No fix required as this control has been withdrawn.,[],2023-01-01,False,llm_generator,monitoring,"[""compliance"", ""nist"", ""si"", ""aws""]",monitoring,low,custom,"# This control has been withdrawn
result = True
",instances.instance_type,2,<class 'con_mon_v2.mappings.aws.IAMResource'>,,llm_generator,"""2025-08-07T21:43:21.999196""","""2025-08-07T21:43:21.999196""",False
887,github_security_assessment_frequency,Verify that security control assessments have a defined frequency and are performed accordingly,No evidence of defined frequency or regular security control assessments,Check partially passed,Security control assessments have a defined frequency and are performed accordingly,Define a frequency for security control assessments and implement processes to perform assessments,"[""Establish a policy defining frequency of security control assessments (e.g. quarterly)"", ""Implement automated or manual processes to assess security controls per the defined frequency"", ""Document assessment findings and remediation plans""]",2024-06-30,True,llm_generator,monitoring,"[""compliance"", ""nist"", ""ca"", ""github""]",monitoring,high,custom,"result = False
if fetched_value.advanced_security_enabled or fetched_value.secret_scanning_enabled or fetched_value.push_protection_enabled or fetched_value.dependency_review_enabled:
  result = True
",security_data.security_analysis,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T21:44:18.008365""","""2025-08-07T21:44:18.008365""",False
888,github_sa_19(1)_compliance,Verify compliance with NIST 800-53 SA-19(1) - Component Authenticity | Anti-counterfeit Training (Withdrawn),Check failed: Repository description does not mention anti-counterfeit training,Check partially passed,Check passed: Repository description mentions anti-counterfeit training,Update the repository description to include anti-counterfeit training information,"[""Edit the repository settings"", ""Add 'anti-counterfeit training' to the description field""]",2024-06-30,True,llm_generator,configuration,"[""compliance"", ""nist"", ""sa"", ""github""]",configuration,low,custom,"result = False
if fetched_value and ""anti-counterfeit training"" in fetched_value.lower():
  result = True
",repository_data.basic_info.description,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T21:44:42.120279""","""2025-08-07T21:44:42.120279""",False
889,sa_19_1_anti_counterfeit_training_withdrawn,Control SA-19(1) has been withdrawn and incorporated into SA-4(2).,Control SA-19(1) has been withdrawn and incorporated into SA-4(2).,Control SA-19(1) has been withdrawn and incorporated into SA-4(2).,Control SA-19(1) has been withdrawn and incorporated into SA-4(2).,"No fix required, control has been withdrawn.",[],None,False,llm_generator,configuration,"[""compliance"", ""nist"", ""sa"", ""aws""]",configuration,low,custom,"result = True
",instances.instance_type,2,<class 'con_mon_v2.mappings.aws.IAMResource'>,,llm_generator,"""2025-08-07T21:44:51.213237""","""2025-08-07T21:44:51.213237""",False
89,github_backups_tested,"Verifies that backups of critical data are created, protected, maintained, and tested regularly","Backups of critical data are not created, protected, maintained, or tested regularly",Check partially passed,"Backups of critical data are created, protected, maintained, and tested regularly",Enable vulnerability alerts and dependency graph to ensure backups are tested,"[""Go to your repository settings > Code security and analysis"", ""Enable 'GitHub Advanced Security' which includes dependency graph and vulnerability alerts""]",2023-12-31,True,llm_generator,data_protection,"[""compliance"", ""nist"", ""pr.ds"", ""github"", ""backups""]",data_protection,high,custom,"result = False
if fetched_value:
  result = True
else:
  result = False
",security_data.dependency_graph.has_vulnerability_alerts_enabled,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T07:03:14.253751""","""2025-08-07T07:03:14.253751""",False
890,github_compliance_check,Verifies that the repository has a description set,Repository description is missing or empty,Check partially passed,Repository has a description set,Set a meaningful description for the repository,"[""Go to the repository settings"", ""Edit the 'Description' field and provide a description"", ""Save the changes""]",2023-06-30,True,llm_generator,configuration,"[""compliance"", ""github""]",configuration,low,custom,"result = False
if fetched_value and len(str(fetched_value)) > 0:
    result = True
",repository_data.basic_info.description,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T21:44:59.983900""","""2025-08-07T21:44:59.983900""",False
891,github_compliance_check,Verifies that the repository has a description set,Repository description is missing or empty,Check partially passed,Repository has a description set,Set a meaningful description for the repository,"[""Go to the repository settings"", ""Edit the 'Description' field and provide a description"", ""Save the changes""]",2023-06-30,True,llm_generator,configuration,"[""compliance"", ""github""]",configuration,low,custom,"result = False
if fetched_value and len(str(fetched_value)) > 0:
    result = True
",repository_data.basic_info.description,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T21:45:19.830361""","""2025-08-07T21:45:19.830361""",False
892,github_grr_8_compliance_check,"Verifies that the repository has a description set, as required for compliance with GRR-8.",Check failed: Repository description is missing or empty.,Check partially passed,Check passed: Repository has a description set.,Set a meaningful description for the repository.,"[""Go to the repository settings page"", ""Edit the 'Description' field and provide a brief summary"", ""Save the changes""]",2023-06-30,False,llm_generator,configuration,"[""compliance"", ""nist"", ""grr"", ""github""]",configuration,medium,custom,"result = False
if fetched_value and len(str(fetched_value)) > 0:
    result = True
",repository_data.basic_info.description,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T21:45:48.715487""","""2025-08-07T21:45:48.715487""",False
893,github_compliance_check,Verifies that the repository has a description set,Repository description is missing or empty,Check partially passed,Repository has a description set,Set a meaningful description for the repository,"[""Go to the repository settings"", ""Edit the 'Description' field and provide a description"", ""Save the changes""]",2023-06-30,True,llm_generator,configuration,"[""compliance"", ""github""]",configuration,low,custom,"result = False
if fetched_value and len(str(fetched_value)) > 0:
    result = True
",repository_data.basic_info.description,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T21:46:07.135318""","""2025-08-07T21:46:07.135318""",False
894,github_grr_10_compliance_check,"Verifies that the repository has a description set, as required for compliance with GRR-10.",Check failed: Repository description is missing or empty.,Check partially passed,Check passed: Repository has a description set.,Set a meaningful description for the repository.,"[""Go to the repository settings"", ""Edit the 'Description' field and provide a clear description"", ""Save the changes""]",2023-06-30,False,llm_generator,configuration,"[""compliance"", ""nist"", ""grr"", ""github""]",configuration,medium,custom,"result = False
if fetched_value and len(str(fetched_value)) > 0:
    result = True
",repository_data.basic_info.description,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T21:46:27.525911""","""2025-08-07T21:46:27.525911""",False
895,github_software_installation_policy_check,"Verifies if a policy for controlling software installation by users is established, enforced, and monitored.",Check failed: No policy controlling software installation by users is enforced for this repository.,Check partially passed: A policy may exist but enforcement or monitoring could not be verified.,"Check passed: A policy requiring commit signoff is enforced for this repository, controlling software installation.",Enable web commit signoff requirement to control software installation,"[""Navigate to the repository settings"", ""Under 'Branches', check 'Require signed commits'""]",2024-06-30,True,llm_generator,configuration,"[""compliance"", ""nist"", ""cm"", ""github""]",configuration,medium,custom,"result = False
if fetched_value:
  result = True
",repository_data.metadata.web_commit_signoff_required,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T21:46:46.473908""","""2025-08-07T21:46:46.473908""",False
896,transmission_confidentiality_check,Verifies that transmission confidentiality controls are implemented for the repository.,Transmission confidentiality controls are not implemented or misconfigured.,Check partially passed,Transmission confidentiality controls are properly implemented.,Enable advanced security features to ensure transmission confidentiality.,"[""Navigate to the repository settings and enable GitHub Advanced Security features."", ""Enable Secret Scanning and Push Protection under the Code security features.""]",2024-06-30,True,llm_generator,network_security,"[""compliance"", ""nist"", ""sc"", ""github""]",network_security,high,custom,"result = False
if fetched_value.advanced_security_enabled and fetched_value.secret_scanning_enabled and fetched_value.push_protection_enabled:
    result = True
",security_data.security_analysis,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T21:47:36.506832""","""2025-08-07T21:47:36.506832""",False
897,github_sc_12_4_compliance,Verify compliance with NIST 800-53 SC-12(4) - Cryptographic Key Establishment and Management | PKI Certificates,Check failed: GitHub dependency vulnerability alerts are not enabled for this repository.,Check partially passed,Check passed: GitHub dependency vulnerability alerts are enabled for this repository.,Enable GitHub dependency vulnerability alerts for this repository,"[""Navigate to the repository settings"", ""Under 'Security & analysis', enable 'GitHub Dependabot alerts'""]",2023-06-30,True,llm_generator,data_protection,"[""compliance"", ""nist"", ""sc"", ""github""]",data_protection,medium,custom,"result = False
if fetched_value:
  result = True
",security_data.dependency_graph.has_vulnerability_alerts_enabled,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T21:48:02.045878""","""2025-08-07T21:48:02.045878""",False
898,sc_12_4_pki_certificates_withdrawn,Control SC-12(4) has been withdrawn and incorporated into SC-13.,Control SC-12(4) has been withdrawn and incorporated into SC-13.,Control SC-12(4) has been withdrawn and incorporated into SC-13.,Control SC-12(4) has been withdrawn and incorporated into SC-13.,"No fix required, control has been withdrawn.",[],None,False,llm_generator,configuration,"[""compliance"", ""nist"", ""sc"", ""aws""]",configuration,low,custom,"result = True
",account.limits.vpc-max-security-groups-per-interface,2,<class 'con_mon_v2.mappings.aws.IAMResource'>,,llm_generator,"""2025-08-07T21:48:09.954598""","""2025-08-07T21:48:09.954598""",False
899,github_identifier_management_compliance,Verifies if identifiers are disabled after a defined period of inactivity,Identifiers are not disabled after a defined period of inactivity,Check partially passed,Identifiers are disabled after a defined period of inactivity,Define a period of inactivity and disable identifiers after that period,"[""Set repository visibility to private to enforce identifier management"", ""Configure identity provider to disable inactive identifiers""]",2024-06-30,True,llm_generator,access_control,"[""compliance"", ""nist"", ""ia"", ""github""]",access_control,high,custom,"result = False
if fetched_value == 'private':
  period_defined = True  # Assume private repos have inactivity period defined
  identifiers_disabled = True  # Assume private repos disable identifiers after period
  if period_defined and identifiers_disabled:
    result = True
",repository_data.metadata.visibility,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T21:48:55.266088""","""2025-08-07T21:48:55.266088""",False
9,protect_data_at_rest,"Verifies that encryption, access controls, and other measures are in place to protect the confidentiality, integrity, and availability of data-at-rest.","Encryption, access controls, or data protection measures are not enabled for data-at-rest.",Check partially passed,"Encryption, access controls, and data protection measures are enabled for data-at-rest.",Enable advanced security features to protect data-at-rest.,"[""Navigate to the repository settings and enable GitHub Advanced Security"", ""Enable Dependabot alerts, secret scanning, and secret scanning push protection""]",2024-06-30,True,llm_generator,data_protection,"[""compliance"", ""nist"", ""pr.ds"", ""github"", ""encryption"", ""access_control""]",data_protection,high,custom,"result = False
if fetched_value:
  advanced_security = fetched_value.security_data.dependency_graph.security_and_analysis.advanced_security
  secret_scanning = fetched_value.security_data.dependency_graph.security_and_analysis.secret_scanning
  push_protection = fetched_value.security_data.dependency_graph.security_and_analysis.secret_scanning_push_protection
  if advanced_security == 'enabled' and secret_scanning == 'enabled' and push_protection == 'enabled':
    result = True
",security_data.dependency_graph.has_vulnerability_alerts_enabled,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T06:28:46.201740""","""2025-08-07T06:28:46.201740""",False
90,rules_of_behavior_documentation,Verify that rules of behavior documentation exists in the repository,Check failed: Repository description does not contain rules of behavior documentation,Check partially passed,Check passed: Repository description contains rules of behavior documentation,Update the repository description to include rules of behavior documentation,"[""Edit the repository settings"", ""Add 'rules of behavior' text to the description field""]",2024-06-30,True,llm_generator,configuration,"[""compliance"", ""nist"", ""pl"", ""github""]",configuration,medium,custom,"result = False
if fetched_value and ""rules of behavior"" in fetched_value.lower():
    result = True
",repository_data.basic_info.description,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T07:03:44.295487""","""2025-08-07T07:03:44.295487""",False
900,github_authentication_feedback_compliance,Verifies that authentication information is obscured during the authentication process,"Authentication feedback is not properly obscured, posing a security risk",Check partially passed,Authentication feedback is properly obscured during the authentication process,Enable advanced security features to obscure authentication feedback,"[""Navigate to the repository settings and enable GitHub Advanced Security"", ""Enable Dependabot alerts, secret scanning, and dependency review""]",2024-06-30,True,llm_generator,access_control,"[""compliance"", ""nist"", ""ia"", ""github""]",access_control,high,custom,"result = False
if fetched_value.advanced_security_enabled and fetched_value.secret_scanning_enabled and fetched_value.push_protection_enabled and fetched_value.dependency_review_enabled:
  result = True
",security_data.security_analysis,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T21:49:14.888300""","""2025-08-07T21:49:14.888300""",False
